experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size
MI,FT,Data Analyst,70000,0,M
MI,FT,Data Scientist,203500,100,M
MI,FT,Data Scientist,133000,100,M
SE,FT,Data Engineer,104000,0,M
SE,FT,Data Engineer,80000,0,M
MI,FT,Data Analyst,134400,0,M
MI,FT,Data Analyst,100000,0,M
EN,FT,Data Scientist,33500,0,M
EN,FT,Data Scientist,33500,0,M
SE,FT,Data Scientist,81250,100,M
SE,FT,Data Scientist,56250,100,M
EN,FT,Data Analyst,64500,0,M
EN,FT,Data Analyst,51500,0,M
SE,FT,Machine Learning Engineer,240200,100,M
SE,FT,Machine Learning Engineer,102900,100,M
MI,FT,Data Analyst,195600,100,M
MI,FT,Data Analyst,165500,100,M
SE,FT,Data Analyst,180400,0,M
SE,FT,Data Analyst,138800,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,139000,0,M
SE,FT,Data Scientist,147670,0,M
SE,FT,Data Scientist,118136,0,M
SE,FT,Data Scientist,154000,0,M
SE,FT,Data Scientist,81536,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,139000,0,M
EN,FT,Data Analyst,28750,0,M
EN,FT,Data Analyst,28750,0,M
SE,FT,Data Engineer,198000,100,M
SE,FT,Data Engineer,143000,100,M
SE,FT,Machine Learning Engineer,340000,0,M
SE,FT,Machine Learning Engineer,212000,0,M
MI,FT,Data Scientist,129545,50,L
SE,FT,Data Scientist,297000,0,M
SE,FT,Data Scientist,138000,0,M
MI,FT,Data Scientist,198000,0,M
MI,FT,Data Scientist,140000,0,M
EN,FT,Machine Learning Engineer,130400,0,M
EN,FT,Machine Learning Engineer,74500,0,M
EN,FT,Data Scientist,133000,0,M
EN,FT,Data Scientist,58400,0,M
SE,FT,Data Scientist,204600,0,M
SE,FT,Data Scientist,84500,0,M
MI,FT,Data Scientist,176000,0,M
MI,FT,Data Scientist,72700,0,M
EN,FT,Data Analyst,92000,100,M
EN,FT,Data Analyst,65000,100,M
SE,FT,Data Engineer,231000,100,M
SE,FT,Data Engineer,141000,100,M
SE,FT,Data Scientist,162819,100,M
SE,FT,Data Scientist,95776,100,M
MI,FT,Data Engineer,138278,0,M
MI,FT,Data Engineer,86424,0,M
MI,FT,Data Engineer,122100,0,M
MI,FT,Data Engineer,75500,0,M
EN,FT,Data Engineer,162240,0,M
EN,FT,Data Engineer,47840,0,M
MI,FT,Data Scientist,231250,0,M
MI,FT,Data Scientist,111000,0,M
SE,FT,Data Engineer,277000,0,M
SE,FT,Data Engineer,173000,0,M
SE,FT,Data Scientist,202800,0,M
SE,FT,Data Scientist,115000,0,M
EN,FT,Data Analyst,65000,0,M
EN,FT,Data Analyst,55751,0,M
MI,FT,Data Scientist,147800,0,M
MI,FT,Data Scientist,93100,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Engineer,100000,0,M
EN,FT,Data Scientist,175100,0,M
EN,FT,Data Scientist,82915,0,M
MI,FT,Data Engineer,166000,0,M
MI,FT,Data Engineer,73000,0,M
SE,FT,Data Scientist,236400,0,M
SE,FT,Data Scientist,141800,0,M
SE,FT,Data Engineer,150000,0,M
SE,FT,Data Engineer,135000,0,M
EN,FT,Data Analyst,99200,100,M
EN,FT,Data Analyst,69400,100,M
EN,FT,Data Analyst,88200,100,M
EN,FT,Data Analyst,61700,100,M
MI,FT,Data Scientist,165000,0,M
MI,FT,Data Scientist,165000,0,M
SE,FT,Data Analyst,160000,0,M
SE,FT,Data Analyst,130000,0,M
MI,FT,Data Scientist,154800,0,M
MI,FT,Data Scientist,76300,0,M
MI,FT,Data Analyst,112000,0,M
MI,FT,Data Analyst,84000,0,M
EN,FT,Data Analyst,115000,0,M
EN,FT,Data Analyst,90000,0,M
SE,FT,Data Engineer,170000,0,M
SE,FT,Data Engineer,130000,0,M
EN,FT,Data Analyst,160000,0,M
EN,FT,Data Analyst,110000,0,M
MI,FT,Data Analyst,95000,0,M
MI,FT,Data Analyst,65000,0,M
SE,FT,Data Analyst,155000,0,M
SE,FT,Data Analyst,100000,0,M
SE,FT,Data Scientist,190500,100,M
SE,FT,Data Scientist,138500,100,M
SE,FT,Data Engineer,159000,0,M
SE,FT,Data Engineer,127000,0,M
EN,FT,Data Analyst,147000,0,M
EN,FT,Data Analyst,118000,0,M
EN,FT,Machine Learning Engineer,170000,0,M
EN,FT,Machine Learning Engineer,125000,0,M
SE,FT,Data Engineer,255475,100,M
SE,FT,Data Engineer,185800,100,M
SE,FT,Data Scientist,165000,100,M
SE,FT,Data Scientist,140250,100,M
MI,FT,Data Analyst,140000,0,M
MI,FT,Data Analyst,105000,0,M
SE,FT,Data Engineer,211511,0,M
SE,FT,Data Engineer,100006,0,M
SE,FT,Data Engineer,201900,0,M
SE,FT,Data Engineer,97335,0,M
SE,FT,Data Scientist,283800,0,M
SE,FT,Data Scientist,170700,0,M
MI,FT,Data Engineer,166000,0,M
MI,FT,Data Engineer,73100,0,M
SE,FT,Data Scientist,202600,0,M
SE,FT,Data Scientist,93800,0,M
SE,FT,Data Scientist,273500,0,M
SE,FT,Data Scientist,126600,0,M
EN,FT,Data Analyst,88200,100,M
EN,FT,Data Analyst,61700,100,M
MI,FT,Data Engineer,75000,100,M
MI,FT,Data Engineer,60000,100,M
MI,FT,Data Scientist,121500,100,M
MI,FT,Data Scientist,88200,100,M
MI,FT,Data Engineer,133000,0,M
MI,FT,Data Engineer,58300,0,M
SE,FT,Data Engineer,229900,0,M
SE,FT,Data Engineer,201400,0,M
SE,FT,Data Scientist,247250,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Scientist,177700,0,M
SE,FT,Data Scientist,94700,0,M
SE,FT,Data Engineer,184000,0,M
SE,FT,Data Engineer,123000,0,M
SE,FT,Machine Learning Engineer,258600,100,M
SE,FT,Machine Learning Engineer,215500,100,M
SE,FT,Data Scientist,237188,100,M
SE,FT,Data Scientist,194063,100,M
SE,FT,Data Analyst,153900,0,M
SE,FT,Data Analyst,85500,0,M
MI,FT,Data Scientist,212000,0,M
MI,FT,Data Scientist,93300,0,M
MI,FT,Data Engineer,209000,0,M
MI,FT,Data Engineer,171000,0,M
SE,FT,Data Analyst,164000,0,M
SE,FT,Data Analyst,109000,0,M
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,115000,0,M
EN,FT,Data Analyst,83300,0,M
EN,FT,Data Analyst,47500,0,M
SE,FT,Data Scientist,161500,0,M
SE,FT,Data Scientist,113050,0,M
EN,FT,Data Engineer,130916,0,M
EN,FT,Data Engineer,120000,0,M
MI,FT,Data Scientist,260000,0,M
MI,FT,Data Scientist,198000,0,M
MI,FT,Data Engineer,235000,0,M
MI,FT,Data Engineer,170000,0,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,109400,0,M
SE,FT,Machine Learning Engineer,210000,0,M
SE,FT,Machine Learning Engineer,180000,0,M
SE,FT,Data Engineer,180000,0,M
SE,FT,Data Engineer,110000,0,M
SE,FT,Data Engineer,185000,100,M
SE,FT,Data Engineer,148000,100,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,110000,0,M
MI,FT,Machine Learning Engineer,235680,0,M
MI,FT,Machine Learning Engineer,153040,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,106500,0,M
SE,FT,Data Analyst,185000,0,M
SE,FT,Data Analyst,145000,0,M
SE,FT,Machine Learning Engineer,270400,0,M
SE,FT,Machine Learning Engineer,145600,0,M
MI,FT,Data Analyst,177000,100,M
MI,FT,Data Analyst,149000,100,M
EN,FT,Data Analyst,115000,0,M
EN,FT,Data Analyst,95000,0,M
SE,FT,Data Engineer,110000,0,M
SE,FT,Data Engineer,76500,0,M
MI,FT,Data Analyst,134400,0,M
MI,FT,Data Analyst,81200,0,M
EN,FT,Data Analyst,100000,0,M
EN,FT,Data Analyst,75000,0,M
EN,FT,Data Analyst,130000,0,M
EN,FT,Data Analyst,100000,0,M
SE,FT,Data Analyst,207300,0,M
SE,FT,Data Analyst,149300,0,M
SE,FT,Data Engineer,144000,0,M
SE,FT,Data Engineer,113000,0,M
SE,FT,Data Scientist,81250,0,M
SE,FT,Data Scientist,68750,0,M
SE,FT,Machine Learning Engineer,200000,0,M
SE,FT,Machine Learning Engineer,85000,0,M
MI,FT,Data Engineer,193412,0,M
MI,FT,Data Engineer,116047,0,M
EN,FT,Data Analyst,132000,0,M
EN,FT,Data Analyst,108000,0,M
MI,FT,Data Engineer,106050,0,M
MI,FT,Data Engineer,80420,0,M
SE,FT,Data Scientist,174300,0,M
SE,FT,Data Scientist,140000,0,M
SE,FT,Data Scientist,195000,100,M
SE,FT,Data Scientist,136500,100,M
MI,FT,Data Engineer,180000,0,M
MI,FT,Data Engineer,155000,0,M
EX,FT,Data Analyst,160000,0,M
EX,FT,Data Analyst,120000,0,M
SE,FT,Data Analyst,120000,100,M
SE,FT,Data Analyst,100000,100,M
MI,FT,Machine Learning Engineer,180000,0,M
MI,FT,Machine Learning Engineer,150000,0,M
SE,FT,Data Scientist,145125,0,M
SE,FT,Data Scientist,124875,0,M
MI,FT,Data Scientist,215000,0,M
MI,FT,Data Scientist,152000,0,M
SE,FT,Machine Learning Engineer,182000,100,M
SE,FT,Machine Learning Engineer,164000,100,M
SE,FT,Data Analyst,108334,0,M
SE,FT,Data Analyst,59923,0,M
SE,FT,Data Scientist,150000,0,M
SE,FT,Data Scientist,130000,0,M
MI,FT,Data Engineer,140000,0,M
MI,FT,Data Engineer,70000,0,M
SE,FT,Data Scientist,150800,0,M
SE,FT,Data Scientist,100600,0,M
MI,FT,Data Scientist,120000,0,M
MI,FT,Data Scientist,94400,0,M
MI,FT,Data Scientist,160000,0,M
MI,FT,Data Scientist,136000,0,M
MI,FT,Data Scientist,215000,0,M
MI,FT,Data Scientist,152000,0,M
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,110000,0,M
EX,FT,Data Engineer,212500,0,M
EX,FT,Data Engineer,163500,0,M
SE,FT,Data Scientist,148500,100,M
SE,FT,Data Scientist,103275,100,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,145000,100,M
EN,FT,Data Engineer,17598,50,L
SE,FT,Data Scientist,285670,100,M
SE,FT,Data Scientist,207760,100,M
EN,FT,Data Analyst,80142,0,M
EN,FT,Data Analyst,56100,0,M
SE,FT,Data Scientist,170800,0,M
SE,FT,Data Scientist,92300,0,M
SE,FT,Data Analyst,200200,0,M
SE,FT,Data Analyst,111200,0,M
SE,FT,Data Analyst,153900,0,M
SE,FT,Data Analyst,85500,0,M
SE,FT,Data Scientist,220000,0,M
SE,FT,Data Scientist,137500,0,M
MI,FT,Data Scientist,179000,0,M
MI,FT,Data Scientist,112000,0,M
EN,FT,Data Analyst,60000,0,M
EN,FT,Data Analyst,55555,0,M
SE,FT,Data Scientist,75000,0,M
SE,FT,Data Scientist,50000,0,M
MI,FT,Data Engineer,72222,0,M
MI,FT,Data Engineer,47777,0,M
SE,FT,Machine Learning Engineer,230000,100,M
SE,FT,Machine Learning Engineer,200000,100,M
MI,FT,Data Scientist,109000,100,M
MI,FT,Data Scientist,93000,100,M
SE,FT,Data Scientist,248600,0,M
SE,FT,Data Scientist,149200,0,M
EN,FT,Data Analyst,87999,0,M
EN,FT,Data Analyst,66560,0,M
SE,FT,Data Engineer,179000,0,M
SE,FT,Data Engineer,112000,0,M
SE,FT,Machine Learning Engineer,178250,100,M
SE,FT,Machine Learning Engineer,105500,100,M
SE,FT,Data Scientist,248600,0,M
SE,FT,Data Scientist,149200,0,M
SE,FT,Data Engineer,258500,0,M
SE,FT,Data Engineer,191857,0,M
MI,FT,Data Engineer,51381,0,M
MI,FT,Data Engineer,43675,0,M
MI,FT,Data Engineer,194000,0,M
MI,FT,Data Engineer,96000,0,M
EN,FT,Data Engineer,60000,0,M
EN,FT,Data Engineer,50666,0,M
EN,FT,Data Scientist,175100,0,M
EN,FT,Data Scientist,82915,0,M
EN,FT,Data Scientist,162240,0,M
EN,FT,Data Scientist,47840,0,M
MI,FT,Data Scientist,243800,100,M
MI,FT,Data Scientist,123800,100,M
SE,FT,Data Engineer,237600,100,M
SE,FT,Data Engineer,168600,100,M
SE,FT,Machine Learning Engineer,242000,0,M
SE,FT,Machine Learning Engineer,215000,0,M
SE,FT,Machine Learning Engineer,229369,0,M
SE,FT,Machine Learning Engineer,146900,0,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,152000,0,M
EX,FT,Data Scientist,180000,0,M
EX,FT,Data Scientist,125000,0,M
MI,FT,Data Analyst,147000,0,M
MI,FT,Data Analyst,118000,0,M
SE,FT,Data Engineer,247500,100,M
SE,FT,Data Engineer,172200,100,M
EN,FT,Data Analyst,101000,0,M
EN,FT,Data Analyst,85000,0,M
MI,FT,Data Analyst,154000,0,M
MI,FT,Data Analyst,105000,0,M
MI,FT,Data Analyst,72500,0,M
MI,FT,Data Analyst,61000,0,M
EN,FT,Machine Learning Engineer,171600,0,M
EN,FT,Machine Learning Engineer,99500,0,M
SE,FT,Data Analyst,175000,100,M
SE,FT,Data Analyst,150000,100,M
SE,FT,Data Engineer,199700,0,M
SE,FT,Data Engineer,165100,0,M
EN,FT,Data Analyst,774000,0,M
EN,FT,Data Analyst,85900,0,M
SE,FT,Data Engineer,313000,100,M
SE,FT,Data Engineer,135000,100,M
SE,FT,Data Engineer,118750,0,M
SE,FT,Data Engineer,63437,0,M
EN,FT,Data Analyst,120000,100,M
EN,FT,Data Analyst,111510,100,M
SE,FT,Data Analyst,141375,100,M
SE,FT,Data Analyst,111500,100,M
MI,FT,Data Analyst,75000,100,M
EN,FT,Data Analyst,83300,0,M
EN,FT,Data Analyst,47500,0,M
EN,FT,Data Analyst,154818,0,M
EN,FT,Data Analyst,96761,0,M
SE,FT,Machine Learning Engineer,345400,0,M
SE,FT,Machine Learning Engineer,223700,0,M
SE,FT,Data Engineer,128000,0,M
SE,FT,Data Engineer,81500,0,M
SE,FT,Data Engineer,218185,100,M
SE,FT,Data Engineer,158680,100,M
SE,FT,Data Analyst,135000,0,M
SE,FT,Data Analyst,100000,0,M
SE,FT,Data Scientist,235700,0,M
SE,FT,Data Scientist,124400,0,M
SE,FT,Machine Learning Engineer,225000,0,M
SE,FT,Machine Learning Engineer,150000,0,M
MI,FT,Data Engineer,180000,0,M
MI,FT,Data Engineer,130000,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,139000,0,M
SE,FT,Machine Learning Engineer,60000,100,M
SE,FT,Machine Learning Engineer,54000,100,M
SE,FT,Machine Learning Engineer,207000,100,M
SE,FT,Machine Learning Engineer,149800,100,M
SE,FT,Data Scientist,202800,100,M
SE,FT,Data Scientist,115000,100,M
MI,FT,Data Scientist,140400,100,M
MI,FT,Data Scientist,90000,100,M
SE,FT,Machine Learning Engineer,175000,100,M
SE,FT,Machine Learning Engineer,150000,100,M
SE,FT,Machine Learning Engineer,92000,100,M
SE,FT,Machine Learning Engineer,85000,100,M
MI,FT,Data Scientist,170200,0,M
MI,FT,Data Scientist,83900,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,139000,0,M
MI,FT,Data Engineer,130000,100,M
MI,FT,Data Engineer,90000,100,M
SE,FT,Data Scientist,174500,100,M
SE,FT,Data Scientist,126800,100,M
MI,FT,Data Engineer,179000,0,M
MI,FT,Data Engineer,112000,0,M
EN,FT,Data Analyst,130000,100,M
EN,FT,Data Analyst,115000,100,M
SE,FT,Data Scientist,81250,0,M
SE,FT,Data Scientist,70000,0,M
MI,FT,Machine Learning Engineer,240000,0,M
MI,FT,Machine Learning Engineer,130000,0,M
SE,FT,Data Engineer,230000,100,M
SE,FT,Data Engineer,165000,100,M
SE,FT,Machine Learning Engineer,180000,0,M
SE,FT,Machine Learning Engineer,125000,0,M
MI,FT,Data Scientist,165000,0,M
MI,FT,Data Scientist,132000,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,150000,100,M
MI,FT,Data Engineer,125000,0,M
MI,FT,Data Engineer,89000,0,M
MI,FT,Data Scientist,158100,0,M
MI,FT,Data Scientist,138500,0,M
MI,FT,Data Scientist,220000,0,M
MI,FT,Data Scientist,150000,0,M
MI,FT,Machine Learning Engineer,179700,0,M
MI,FT,Machine Learning Engineer,85700,0,M
MI,FT,Machine Learning Engineer,220000,0,M
MI,FT,Machine Learning Engineer,137500,0,M
MI,FT,Data Analyst,42666,0,M
MI,FT,Data Analyst,36000,0,M
SE,FT,Data Scientist,144300,100,M
SE,FT,Data Scientist,104800,100,M
EN,FT,Data Analyst,150000,100,M
EN,FT,Data Analyst,110000,100,M
MI,FT,Data Scientist,110000,100,M
MI,FT,Data Scientist,90000,100,M
MI,FT,Machine Learning Engineer,200000,0,M
MI,FT,Machine Learning Engineer,140000,0,M
MI,FT,Data Engineer,140900,100,M
MI,FT,Data Engineer,104100,100,M
SE,FT,Data Scientist,193000,0,M
SE,FT,Data Scientist,147645,0,M
MI,FT,Data Scientist,207000,0,M
MI,FT,Data Scientist,150000,0,M
SE,FT,Data Engineer,150000,100,M
SE,FT,Data Engineer,120000,100,M
MI,FT,Data Scientist,160000,0,M
MI,FT,Data Scientist,120000,0,M
EX,FT,Data Engineer,204500,0,M
EX,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,173000,100,M
SE,FT,Data Engineer,138400,100,M
SE,FT,Machine Learning Engineer,215000,0,M
SE,FT,Machine Learning Engineer,146900,0,M
SE,FT,Data Analyst,106260,0,M
SE,FT,Data Analyst,82000,0,M
SE,FT,Data Engineer,220000,0,M
SE,FT,Data Engineer,190000,0,M
MI,FT,Data Analyst,150000,100,M
MI,FT,Data Analyst,110000,100,M
MI,FT,Data Analyst,92000,0,M
MI,FT,Data Analyst,68000,0,M
SE,FT,Data Engineer,188000,100,M
SE,FT,Data Engineer,114000,100,M
MI,FT,Data Scientist,135000,0,M
MI,FT,Data Scientist,115000,0,M
EN,FT,Data Scientist,154800,0,M
EN,FT,Data Scientist,76300,0,M
SE,FT,Data Scientist,187000,100,M
SE,FT,Data Scientist,153000,100,M
MI,FT,Data Engineer,150000,0,M
MI,FT,Data Engineer,130000,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
SE,FT,Machine Learning Engineer,220000,0,M
SE,FT,Machine Learning Engineer,137500,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,150000,100,M
SE,FT,Machine Learning Engineer,219100,100,M
SE,FT,Machine Learning Engineer,118500,100,M
SE,FT,Data Analyst,145000,0,M
SE,FT,Data Analyst,110000,0,M
EN,FT,Data Analyst,75065,100,M
EN,FT,Data Analyst,41419,100,M
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,100000,0,M
MI,FT,Data Analyst,80000,0,M
MI,FT,Data Analyst,70000,0,M
MI,FT,Data Scientist,105000,0,M
MI,FT,Data Scientist,70000,0,M
SE,FT,Machine Learning Engineer,225000,100,M
SE,FT,Machine Learning Engineer,162000,100,M
MI,FT,Data Engineer,180000,0,M
MI,FT,Data Engineer,120000,0,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,160000,0,M
MI,FT,Data Engineer,75000,0,M
MI,FT,Data Engineer,60000,0,M
MI,FT,Data Engineer,135000,0,M
MI,FT,Data Engineer,113000,0,M
SE,FT,Data Engineer,150000,100,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Scientist,207000,100,M
SE,FT,Data Scientist,149800,100,M
SE,FT,Data Analyst,155000,0,M
SE,FT,Data Analyst,105000,0,M
MI,FT,Data Engineer,270250,0,M
MI,FT,Data Engineer,176000,0,M
SE,FT,Machine Learning Engineer,189000,0,M
SE,FT,Machine Learning Engineer,145400,0,M
MI,FT,Machine Learning Engineer,133903,100,M
MI,FT,Machine Learning Engineer,96411,100,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Scientist,145000,100,M
SE,FT,Data Scientist,116000,100,M
MI,FT,Data Analyst,98000,100,M
MI,FT,Data Analyst,88000,100,M
MI,FT,Data Analyst,150000,100,M
MI,FT,Data Analyst,130000,100,M
SE,FT,Data Analyst,174000,100,M
SE,FT,Data Analyst,116000,100,M
SE,FT,Data Engineer,188000,0,M
SE,FT,Data Engineer,144600,0,M
EN,FT,Data Analyst,85000,0,M
EN,FT,Data Analyst,76500,0,M
SE,FT,Data Scientist,187165,0,M
SE,FT,Data Scientist,150500,0,M
SE,FT,Data Analyst,134500,0,M
SE,FT,Data Analyst,100000,0,M
SE,FT,Machine Learning Engineer,274000,100,M
SE,FT,Machine Learning Engineer,245000,100,M
SE,FT,Data Engineer,149076,0,M
SE,FT,Data Engineer,82365,0,M
EN,FT,Data Analyst,90000,100,M
EN,FT,Data Analyst,80000,100,M
EX,FT,Data Engineer,314000,100,M
EX,FT,Data Engineer,201000,100,M
SE,FT,Data Analyst,165000,0,M
SE,FT,Data Analyst,142500,0,M
MI,FT,Data Engineer,115000,0,M
MI,FT,Data Engineer,80000,0,M
SE,FT,Data Engineer,144900,0,M
SE,FT,Data Engineer,110000,0,M
SE,FT,Machine Learning Engineer,188500,0,M
SE,FT,Machine Learning Engineer,165100,0,M
SE,FT,Data Engineer,75000,0,M
SE,FT,Data Engineer,62500,0,M
MI,FT,Data Engineer,179900,0,M
MI,FT,Data Engineer,142002,0,M
SE,FT,Data Engineer,220000,0,M
SE,FT,Data Engineer,137500,0,M
SE,FT,Data Analyst,96600,0,M
SE,FT,Data Analyst,55200,0,M
SE,FT,Data Engineer,194500,0,M
SE,FT,Data Engineer,146266,0,M
SE,FT,Data Engineer,194500,0,M
SE,FT,Data Engineer,146266,0,M
MI,FT,Data Engineer,146100,0,M
MI,FT,Data Engineer,111800,0,M
MI,FT,Data Scientist,145580,100,M
MI,FT,Data Scientist,97060,100,M
MI,FT,Data Engineer,97000,0,M
MI,FT,Data Engineer,62000,0,M
MI,FT,Machine Learning Engineer,177100,0,M
MI,FT,Machine Learning Engineer,130900,0,M
SE,FT,Data Engineer,277000,0,M
SE,FT,Data Engineer,173000,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
MI,FT,Data Engineer,133000,0,M
MI,FT,Data Engineer,58400,0,M
SE,FT,Data Scientist,140000,100,M
SE,FT,Data Scientist,125000,100,M
EN,FT,Data Analyst,65000,0,M
EN,FT,Data Analyst,55000,0,M
MI,FT,Data Analyst,105000,0,M
MI,FT,Data Analyst,78000,0,M
MI,FT,Data Engineer,166363,0,M
MI,FT,Data Engineer,103977,0,M
MI,FT,Data Scientist,130000,0,M
MI,FT,Data Scientist,95000,0,M
SE,FT,Data Engineer,214300,0,M
SE,FT,Data Engineer,108500,0,M
MI,FT,Data Scientist,212800,0,L
MI,FT,Data Scientist,111600,0,L
SE,FT,Data Engineer,190100,100,M
SE,FT,Data Engineer,131414,100,M
SE,FT,Machine Learning Engineer,284400,0,M
SE,FT,Machine Learning Engineer,150700,0,M
SE,FT,Data Engineer,165000,100,M
SE,FT,Data Engineer,132000,100,M
SE,FT,Data Engineer,234000,0,M
SE,FT,Data Engineer,117000,0,M
MI,FT,Data Engineer,215500,0,M
MI,FT,Data Engineer,121800,0,M
MI,FT,Data Engineer,165000,100,M
MI,FT,Data Engineer,140250,100,M
SE,FT,Data Engineer,295000,0,M
SE,FT,Data Engineer,235000,0,M
EN,FT,Data Analyst,120000,0,M
EN,FT,Data Analyst,97500,0,M
MI,FT,Data Engineer,205600,0,L
MI,FT,Data Engineer,105700,0,L
SE,FT,Data Engineer,240500,0,L
SE,FT,Data Engineer,123700,0,L
SE,FT,Data Analyst,120000,0,M
SE,FT,Data Analyst,90000,0,M
SE,FT,Data Scientist,215000,0,M
SE,FT,Data Scientist,146900,0,M
MI,FT,Data Engineer,140000,0,M
MI,FT,Data Engineer,70000,0,M
MI,FT,Data Engineer,124000,0,M
MI,FT,Data Engineer,80000,0,M
MI,FT,Data Scientist,133000,0,M
MI,FT,Data Scientist,58400,0,M
SE,FT,Machine Learning Engineer,182000,0,M
SE,FT,Machine Learning Engineer,164000,0,M
SE,FT,Data Engineer,112500,0,M
SE,FT,Data Engineer,61875,0,M
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,115000,0,M
SE,FT,Data Scientist,155000,0,M
SE,FT,Data Scientist,100000,0,M
SE,FT,Data Scientist,50000,0,M
SE,FT,Data Scientist,31250,0,M
MI,FT,Data Scientist,155000,0,M
MI,FT,Data Scientist,139000,0,M
SE,FT,Data Analyst,185000,0,M
SE,FT,Data Analyst,140000,0,M
MI,FT,Data Engineer,50000,0,M
MI,FT,Data Engineer,50000,0,M
MI,FT,Data Analyst,167000,0,M
MI,FT,Data Analyst,121000,0,M
SE,FT,Data Engineer,180000,100,M
SE,FT,Data Engineer,119000,100,M
MI,FT,Data Analyst,180000,0,M
MI,FT,Data Analyst,140000,0,M
SE,FT,Data Scientist,130000,0,M
SE,FT,Data Scientist,120000,0,M
SE,FT,Data Scientist,135000,100,M
SE,FT,Data Scientist,115000,100,M
SE,FT,Machine Learning Engineer,195500,100,M
SE,FT,Machine Learning Engineer,141300,100,M
MI,FT,Data Engineer,110000,0,M
MI,FT,Data Engineer,90000,0,M
EN,FT,Data Analyst,70000,100,M
EN,FT,Data Analyst,57000,100,M
SE,FT,Data Scientist,191027,0,M
SE,FT,Data Scientist,99445,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,110000,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
SE,FT,Data Scientist,204200,0,M
SE,FT,Data Scientist,122600,0,M
SE,FT,Data Analyst,120000,0,M
SE,FT,Data Analyst,100000,0,M
EN,FT,Data Engineer,115000,100,M
EN,FT,Data Engineer,87550,100,M
SE,FT,Data Scientist,190000,100,M
SE,FT,Data Scientist,105301,100,M
SE,FT,Machine Learning Engineer,324000,0,M
SE,FT,Machine Learning Engineer,159000,0,M
MI,FT,Data Analyst,95000,0,M
MI,FT,Data Analyst,65000,0,M
SE,FT,Data Analyst,120000,0,M
SE,FT,Data Analyst,110000,0,M
EN,FT,Data Analyst,90000,0,M
EN,FT,Data Analyst,70000,0,M
SE,FT,Data Scientist,175000,100,M
SE,FT,Data Scientist,105000,100,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
EN,FT,Data Analyst,68750,0,M
EN,FT,Data Analyst,62500,0,M
SE,FT,Machine Learning Engineer,345400,0,M
SE,FT,Machine Learning Engineer,223700,0,M
SE,FT,Data Engineer,313000,100,M
SE,FT,Data Engineer,135000,100,M
EN,FT,Data Analyst,77000,100,M
EN,FT,Data Analyst,66000,100,M
SE,FT,Machine Learning Engineer,315000,100,M
SE,FT,Machine Learning Engineer,250000,100,M
SE,FT,Machine Learning Engineer,190000,100,M
SE,FT,Machine Learning Engineer,105301,100,M
SE,FT,Machine Learning Engineer,309000,0,M
SE,FT,Machine Learning Engineer,142000,0,M
SE,FT,Data Analyst,207300,0,M
SE,FT,Data Analyst,165900,0,M
EX,FT,Data Analyst,68750,0,M
EX,FT,Data Analyst,62500,0,M
MI,FT,Data Engineer,220000,100,M
MI,FT,Data Engineer,206000,100,M
MI,FT,Data Engineer,203500,100,M
MI,FT,Data Engineer,148000,100,M
EN,FT,Data Analyst,100000,0,M
EN,FT,Data Analyst,90000,0,M
MI,FT,Data Engineer,120000,0,M
MI,FT,Data Engineer,84000,0,M
SE,FT,Data Scientist,103500,0,M
SE,FT,Data Scientist,72500,0,M
SE,FT,Machine Learning Engineer,196350,100,M
SE,FT,Machine Learning Engineer,127500,100,M
SE,FT,Data Engineer,143706,100,M
SE,FT,Data Engineer,84533,100,M
